,ID,DATE,TARGET_YEAR,>4,3.5-4,3-3.5,2.5-3,2-2.5,1.5-2,1-1.5,0.5-1,0-0.5,<0,QUARTERS_AWAY,Prediction_Number,uncertainty,OnePeriodMvt,Reduction
1741,510,2007-04-01,2008,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,6,1,0.72,0.03,0.03
1742,510,2007-07-01,2008,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,5,2,0.64,0.08,0.08
1743,510,2007-10-01,2008,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,3,0.5,0.06,0.14
1744,510,2008-01-01,2008,0.0,0.0,0.0,0.3,0.35,0.35,0.0,0.0,0.0,0.0,3,4,0.665,0.135,-0.165
1745,510,2008-04-01,2008,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,2,5,0.375,0.285,0.29
1746,510,2008-07-01,2008,0.0,0.0,0.0,0.05,0.9,0.05,0.0,0.0,0.0,0.0,1,6,0.185,0.065,0.19
1747,510,2008-10-01,2008,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,7,0.5,0.365,-0.315
1748,510,2008-12-31,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.5,0.5
1749,510,2008-01-01,2009,0.0,0.0,0.0,0.3,0.35,0.35,0.0,0.0,0.0,0.0,7,0,0.665,,
1750,510,2008-04-01,2009,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,6,1,0.75,0.085,-0.085
1751,510,2008-07-01,2009,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5,2,0.5,0.25,0.25
1752,510,2008-10-01,2009,0.0,0.0,0.0,0.0,0.35,0.65,0.0,0.0,0.0,0.0,4,3,0.455,0.045,0.045
1753,510,2009-01-01,2009,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,3,4,0.5,0.395,-0.045
1754,510,2009-04-01,2009,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2,5,0.5,0.5,0.0
1755,510,2009-07-01,2009,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,1,6,0.48,0.62,0.02
1756,510,2009-10-01,2009,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0,7,0.5,0.02,-0.02
1757,510,2009-12-31,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,8,0.0,0.5,0.5
1758,510,2009-01-01,2010,0.0,0.0,0.0,0.0,0.25,0.65,0.1,0.0,0.0,0.0,7,0,0.505,,
1759,510,2009-04-01,2010,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,6,1,0.75,0.245,-0.245
1760,510,2009-07-01,2010,0.0,0.0,0.0,0.1,0.6,0.2,0.1,0.0,0.0,0.0,5,2,0.58,0.17,0.17
1761,510,2009-10-01,2010,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,3,0.5,0.12,0.08
1762,510,2010-01-01,2010,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0,0.0,0.0,3,4,0.58,0.02,-0.08
1763,510,2010-04-01,2010,0.0,0.0,0.0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,2,5,0.34,0.18,0.24
1764,510,2010-07-01,2010,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,1,6,0.18,0.02,0.16
1765,510,2010-10-01,2010,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0,7,0.32,0.98,-0.14
1766,510,2010-12-31,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,8,0.0,0.08,0.32
1767,510,2010-01-01,2011,0.0,0.0,0.0,0.2,0.5,0.2,0.1,0.0,0.0,0.0,7,0,0.66,,
1768,510,2010-04-01,2011,0.0,0.0,0.0,0.2,0.6,0.1,0.1,0.0,0.0,0.0,6,1,0.58,0.02,0.08
1769,510,2010-07-01,2011,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,5,2,0.42,0.1,0.16
1770,510,2010-10-01,2011,0.0,0.0,0.0,0.05,0.75,0.2,0.0,0.0,0.0,0.0,4,3,0.395,0.015,0.025
1771,510,2011-01-01,2011,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,3,4,0.48,0.885,-0.085
1772,510,2011-04-01,2011,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,2,5,0.18,0.26,0.3
1773,510,2011-07-01,2011,0.0,0.0,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,1,6,0.34,1.14,-0.16
1774,510,2011-10-01,2011,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,7,0.5,0.26,-0.16
1775,510,2011-12-31,2011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,8,0.0,1.5,0.5
1776,510,2011-01-01,2012,0.0,0.0,0.0,0.3,0.4,0.3,0.0,0.0,0.0,0.0,7,0,0.66,,
1777,510,2011-04-01,2012,0.0,0.0,0.0,0.1,0.25,0.65,0.0,0.0,0.0,0.0,6,1,0.505,0.185,0.155
1778,510,2011-07-01,2012,0.0,0.0,0.0,0.2,0.3,0.4,0.1,0.0,0.0,0.0,5,2,0.7,0.085,-0.195
1779,510,2011-10-01,2012,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,0.0,4,3,0.585,0.265,0.115
1780,510,2012-01-01,2012,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,3,4,0.56,0.095,0.025
1781,510,2012-07-01,2012,0.0,0.0,0.0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,1,5,0.46,0.06,0.1
1782,510,2012-10-01,2012,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,6,0.5,0.24,-0.04
1783,510,2012-12-31,2012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,7,0.0,0.5,0.5
1784,510,2012-01-01,2013,0.0,0.0,0.1,0.2,0.5,0.2,0.0,0.0,0.0,0.0,7,0,0.66,,
1785,510,2012-07-01,2013,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,5,1,0.56,0.02,0.1
1786,510,2012-10-01,2013,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,4,2,0.32,0.08,0.24
1787,510,2013-01-01,2013,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,0.0,3,3,0.585,0.195,-0.265
1788,510,2013-04-01,2013,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2,4,0.5,0.465,0.085
1789,510,2013-07-01,2013,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.0,0.0,0.0,1,5,0.62,0.18,-0.12
1790,510,2013-10-01,2013,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0,6,0.5,0.08,0.12
1791,510,2013-12-31,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,7,0.0,0.5,0.5
1792,510,2013-01-01,2014,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,7,0,0.64,,
1793,510,2013-04-01,2014,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,6,1,0.5,0.46,0.14
1794,510,2013-07-01,2014,0.0,0.0,0.0,0.1,0.25,0.5,0.15,0.0,0.0,0.0,5,2,0.655,0.095,-0.155
1795,510,2013-10-01,2014,0.0,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,4,3,0.585,0.065,0.07
1796,510,2014-01-01,2014,0.0,0.0,0.0,0.3,0.4,0.3,0.0,0.0,0.0,0.0,3,4,0.66,0.065,-0.075
1797,510,2014-04-01,2014,0.0,0.0,0.0,0.1,0.4,0.45,0.05,0.0,0.0,0.0,2,5,0.625,0.065,0.035
1798,510,2014-10-01,2014,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,6,0.5,0.025,0.125
1799,510,2014-12-31,2014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,7,0.0,1.5,0.5
1800,510,2014-01-01,2015,0.0,0.0,0.0,0.3,0.4,0.3,0.0,0.0,0.0,0.0,7,0,0.66,,
1801,510,2014-04-01,2015,0.0,0.0,0.0,0.1,0.4,0.45,0.05,0.0,0.0,0.0,6,1,0.625,0.065,0.035
1802,510,2014-10-01,2015,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,2,0.5,0.025,0.125
1803,510,2015-01-01,2015,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,3,3,0.5,0.5,0.0
1804,510,2015-04-01,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4,0.0,0.5,0.5
1805,510,2015-07-01,2015,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1,5,0.18,1.62,-0.18
1806,510,2015-10-01,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,6,0.0,1.62,0.18
1807,510,2015-12-31,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,7,0.0,2.0,0.0
1808,510,2015-01-01,2016,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,7,0,0.56,,
1809,510,2015-04-01,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1,0.0,0.24,0.56
1810,510,2015-07-01,2016,0.0,0.0,0.0,0.15,0.7,0.15,0.0,0.0,0.0,0.0,5,2,0.465,1.235,-0.465
1811,510,2015-10-01,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3,0.0,0.135,0.465
1812,510,2016-01-01,2016,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,3,4,0.64,0.56,-0.64
1813,510,2016-04-01,2016,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2,5,0.5,0.26,0.14
1814,510,2016-07-01,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0.5,0.5
1815,510,2016-10-01,2016,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,7,0.5,0.5,-0.5
1816,510,2016-12-31,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,8,0.0,1.5,0.5
1817,510,2016-01-01,2017,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,7,0,0.5,,
1818,510,2016-04-01,2017,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,6,1,0.5,0.5,0.0
1819,510,2016-07-01,2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2,0.0,0.5,0.5
1820,510,2016-10-01,2017,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,4,3,0.625,0.875,-0.625
1821,510,2017-01-01,2017,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3,4,0.5,0.625,0.125
1822,510,2017-04-01,2017,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,2,5,0.72,0.38,-0.22
1823,510,2017-07-01,2017,0.0,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,1,6,0.585,0.255,0.135
1824,510,2017-10-01,2017,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,7,0.5,0.015,0.085
1825,510,2017-12-31,2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.5,0.5
1826,510,2017-01-01,2018,0.0,0.0,0.05,0.23,0.63,0.09,0.0,0.0,0.0,0.0,7,0,0.54,,
1827,510,2017-04-01,2018,0.0,0.0,0.15,0.4,0.2,0.25,0.0,0.0,0.0,0.0,6,1,0.715,0.249,-0.175
1828,510,2017-07-01,2018,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,5,2,0.75,0.11,-0.035
1829,510,2017-10-01,2018,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,3,0.5,0.25,0.25
1830,510,2018-01-01,2018,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3,4,0.5,0.0,0.0
1831,510,2018-04-01,2018,0.0,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,2,5,0.585,0.015,-0.085
1832,510,2018-07-01,2018,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1,6,0.18,0.405,0.405
1833,510,2018-10-01,2018,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,7,0.5,0.32,-0.32
1834,510,2018-12-31,2018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.5,0.5
1835,510,2018-01-01,2019,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,7,0,0.5,,
1836,510,2018-04-01,2019,0.0,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,6,1,0.585,0.015,-0.085
1837,510,2018-07-01,2019,0.0,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,5,2,0.585,0.0,0.0
1838,510,2018-10-01,2019,0.0,0.0,0.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,4,3,0.58,0.285,0.005
1839,510,2019-01-01,2019,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3,4,0.5,0.42,0.08
1840,510,2019-04-01,2019,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2,5,0.5,0.0,0.0
1841,510,2019-07-01,2019,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1,6,0.5,0.0,0.0
1842,510,2019-10-01,2019,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,7,0.5,0.0,0.0
1843,510,2019-12-31,2019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.5,0.5
1844,510,2019-01-01,2020,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,7,0,0.5,,
1845,510,2019-04-01,2020,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,6,1,0.5,0.0,0.0
1846,510,2019-07-01,2020,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5,2,0.5,0.0,0.0
1847,510,2019-10-01,2020,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,4,3,0.5,0.0,0.0
1848,510,2020-01-01,2020,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,3,4,0.5,0.0,0.0
1849,510,2020-04-01,2020,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,2,5,0.625,0.125,-0.125
1850,510,2020-07-01,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1,6,0.375,0.875,0.25
1851,510,2020-10-01,2020,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,7,0.5,1.125,-0.125
1852,510,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,8,0.0,1.5,0.5
1853,510,2020-01-01,2021,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,7,0,0.5,,
1854,510,2020-04-01,2021,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,6,1,0.625,0.125,-0.125
1855,510,2020-07-01,2021,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5,2,0.5,0.125,0.125
1856,510,2020-10-01,2021,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4,3,0.5,0.5,0.0
1857,510,2021-01-01,2021,0.0,0.0,0.1,0.4,0.4,0.1,0.0,0.0,0.0,0.0,3,4,0.66,0.04,-0.16
1858,510,2021-04-01,2021,0.1,0.2,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.705,0.285,-0.045
1859,510,2021-07-01,2021,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.5,0.495,0.205
1860,510,2021-10-01,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0.5,0.5
1861,510,2021-12-31,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.0,0.0
1862,510,2021-01-01,2022,0.0,0.0,0.1,0.4,0.4,0.1,0.0,0.0,0.0,0.0,7,0,0.66,,
1863,510,2021-04-01,2022,0.0,0.1,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,6,1,0.66,0.2,0.0
1864,510,2021-07-01,2022,0.1,0.1,0.25,0.25,0.3,0.0,0.0,0.0,0.0,0.0,5,2,0.765,0.095,-0.105
1865,510,2021-10-01,2022,0.1,0.25,0.25,0.25,0.15,0.0,0.0,0.0,0.0,0.0,4,3,0.78,0.045,-0.015
1866,510,2022-01-01,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,1.02,0.78
1867,510,2022-04-01,2022,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.75,0.75,-0.75
1868,510,2022-07-01,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0.75,0.75
1869,510,2022-10-01,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0.0,0.0
1870,510,2022-12-31,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.0,0.0
1871,510,2022-01-01,2023,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0.58,,
1872,510,2022-04-01,2023,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,6,1,0.75,0.62,-0.17
1873,510,2022-07-01,2023,0.0,0.3,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,5,2,0.72,0.18,0.03
1874,510,2022-10-01,2023,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4,3,0.5,0.38,0.22
1875,510,2023-01-01,2023,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.64,0.66,-0.14
1876,510,2023-04-01,2023,0.1,0.2,0.25,0.25,0.2,0.0,0.0,0.0,0.0,0.0,2,5,0.785,0.115,-0.145
1877,510,2023-07-01,2023,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.5,0.265,0.285
1878,510,2023-10-01,2023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0.5,0.5
1879,510,2023-12-31,2023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.0,0.0
1880,510,2023-01-01,2024,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,7,0,0.75,,
1881,510,2023-04-01,2024,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,6,1,0.75,0.125,0.0
1882,510,2023-07-01,2024,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.64,0.21,0.11
1883,510,2023-10-01,2024,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,4,3,0.64,0.56,0.0
1884,510,2024-01-01,2024,0.0,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,3,4,0.585,0.015,0.055
1885,510,2024-04-01,2024,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,5,0.5,0.365,0.085
1886,510,2024-07-01,2024,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,6,0.5,0.0,0.0
1887,510,2024-10-01,2024,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0,7,0.64,0.26,-0.14
1888,510,2024-12-31,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.96,0.64
1889,510,2024-01-01,2025,0.0,0.0,0.0,0.1,0.45,0.45,0.0,0.0,0.0,0.0,7,0,0.585,,
1890,510,2024-04-01,2025,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,6,1,0.5,0.365,0.085
1891,510,2024-07-01,2025,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,5,2,0.5,0.5,0.0
1892,510,2024-10-01,2025,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,4,3,0.64,0.06,-0.14
1893,512,2007-01-01,2007,0.0,0.0,0.1,0.5,0.4,0.0,0.0,0.0,0.0,0.0,3,0,0.58,,
1894,512,2007-04-01,2007,0.0,0.0,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0,2,1,0.62,0.02,-0.04
1895,512,2007-07-01,2007,0.0,0.0,0.1,0.4,0.3,0.2,0.0,0.0,0.0,0.0,1,2,0.7,0.06,-0.08
1896,512,2007-10-01,2007,0.0,0.0,0.05,0.4,0.5,0.05,0.0,0.0,0.0,0.0,0,3,0.585,0.065,0.115
1897,512,2007-12-31,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,4,0.0,1.415,0.585
1898,512,2007-01-01,2008,0.0,0.0,0.1,0.5,0.4,0.0,0.0,0.0,0.0,0.0,7,0,0.58,,
1899,512,2007-04-01,2008,0.0,0.05,0.2,0.5,0.2,0.05,0.0,0.0,0.0,0.0,6,1,0.665,0.055,-0.085
1900,512,2007-07-01,2008,0.0,0.0,0.1,0.4,0.3,0.2,0.0,0.0,0.0,0.0,5,2,0.7,0.055,-0.035
1901,512,2007-10-01,2008,0.0,0.05,0.1,0.3,0.5,0.05,0.0,0.0,0.0,0.0,4,3,0.645,0.075,0.055
1902,512,2008-01-01,2008,0.0,0.0,0.05,0.5,0.4,0.05,0.0,0.0,0.0,0.0,3,4,0.585,0.055,0.06
1903,512,2008-04-01,2008,0.0,0.05,0.2,0.4,0.3,0.05,0.0,0.0,0.0,0.0,2,5,0.705,0.045,-0.12
1904,512,2008-07-01,2008,0.0,0.0,0.0,0.3,0.5,0.2,0.0,0.0,0.0,0.0,1,6,0.62,0.115,0.085
1905,512,2008-10-01,2008,0.0,0.0,0.0,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0,7,0.62,0.0,0.0
1906,512,2008-12-31,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,8,0.0,0.98,0.62
1907,512,2008-01-01,2009,0.0,0.0,0.05,0.5,0.4,0.05,0.0,0.0,0.0,0.0,7,0,0.585,,
1908,512,2008-04-01,2009,0.0,0.1,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,6,1,0.82,0.195,-0.235
1909,512,2008-07-01,2009,0.0,0.0,0.0,0.3,0.5,0.2,0.0,0.0,0.0,0.0,5,2,0.62,0.16,0.2
1910,512,2008-10-01,2009,0.0,0.0,0.1,0.4,0.2,0.2,0.1,0.0,0.0,0.0,4,3,0.74,0.12,-0.12
1911,512,2009-01-01,2009,0.0,0.0,0.05,0.3,0.3,0.3,0.05,0.0,0.0,0.0,3,4,0.725,0.035,0.015
1912,512,2009-04-01,2009,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.1,0.05,0.05,2,5,0.765,0.18,-0.04
1913,512,2009-07-01,2009,0.0,0.0,0.0,0.0,0.35,0.4,0.1,0.1,0.05,0.0,1,6,0.695,0.075,0.07
1914,512,2009-12-31,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,7,0.0,1.105,0.695
1915,512,2009-01-01,2010,0.0,0.0,0.05,0.35,0.3,0.25,0.05,0.0,0.0,0.0,7,0,0.72,,
1916,512,2009-04-01,2010,0.0,0.0,0.0,0.05,0.4,0.3,0.2,0.05,0.0,0.0,6,1,0.705,0.13,0.015
1917,512,2009-07-01,2010,0.0,0.0,0.0,0.2,0.3,0.35,0.1,0.05,0.0,0.0,5,2,0.735,0.045,-0.03
1918,512,2010-12-31,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,3,0.0,1.065,0.735
1919,512,2012-04-01,2012,0.0,0.0,0.0,0.45,0.4,0.1,0.05,0.0,0.0,0.0,2,0,0.625,,
1920,512,2012-07-01,2012,0.0,0.0,0.0,0.45,0.4,0.1,0.05,0.0,0.0,0.0,1,1,0.625,0.0,0.0
1921,512,2012-10-01,2012,0.0,0.0,0.0,0.45,0.4,0.1,0.05,0.0,0.0,0.0,0,2,0.625,0.0,0.0
1922,512,2012-12-31,2012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,3,0.0,1.175,0.625
1923,512,2012-04-01,2013,0.0,0.0,0.0,0.0,0.05,0.5,0.4,0.05,0.0,0.0,6,0,0.585,,
1924,512,2012-07-01,2013,0.0,0.0,0.0,0.05,0.2,0.4,0.3,0.05,0.0,0.0,5,1,0.705,0.045,-0.12
1925,512,2012-10-01,2013,0.0,0.0,0.0,0.1,0.25,0.4,0.2,0.05,0.0,0.0,4,2,0.725,0.015,-0.02
1926,512,2013-01-01,2013,0.0,0.0,0.0,0.1,0.2,0.4,0.2,0.1,0.0,0.0,3,3,0.74,0.005,-0.015
1927,512,2013-04-01,2013,0.0,0.0,0.0,0.05,0.3,0.5,0.1,0.05,0.0,0.0,2,4,0.645,0.035,0.095
1928,512,2013-07-01,2013,0.0,0.0,0.0,0.1,0.3,0.5,0.1,0.0,0.0,0.0,1,5,0.64,0.005,0.005
1929,512,2013-10-01,2013,0.0,0.0,0.0,0.05,0.3,0.5,0.1,0.05,0.0,0.0,0,6,0.645,0.005,-0.005
1930,512,2013-12-31,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,7,0.0,1.155,0.645
1931,512,2013-01-01,2014,0.0,0.0,0.0,0.1,0.2,0.4,0.2,0.1,0.0,0.0,7,0,0.74,,
1932,512,2013-04-01,2014,0.0,0.0,0.0,0.05,0.3,0.5,0.1,0.05,0.0,0.0,6,1,0.645,0.035,0.095
1933,512,2013-07-01,2014,0.0,0.0,0.0,0.1,0.3,0.5,0.1,0.0,0.0,0.0,5,2,0.64,0.005,0.005
1934,512,2013-10-01,2014,0.0,0.0,0.0,0.05,0.3,0.5,0.1,0.05,0.0,0.0,4,3,0.645,0.005,-0.005
1935,512,2014-01-01,2014,0.0,0.0,0.0,0.05,0.2,0.5,0.2,0.05,0.0,0.0,3,4,0.665,0.02,-0.02
1936,512,2014-04-01,2014,0.0,0.0,0.05,0.1,0.3,0.4,0.1,0.05,0.0,0.0,2,5,0.725,0.035,-0.06
